,artist,date,rank,song
43,THOMAS RHETT,2016-04-16,44 ,Die A Happy Man
44,POST MALONE,2016-04-16,45 ,White Iverson
45,DAYA,2016-04-16,46 ,Hide Away
46,ALESSIA CARA,2016-04-16,47 ,Here
47,SELENA GOMEZ,2016-04-16,48 ,Same Old Love
48,ELLE KING,2016-04-16,49 ,Ex's & Oh's
49,ADELE,2016-04-16,50 ,When We Were Young
50,TIM McGRAW,2016-04-16,51 ,Humble And Kind
51,THE WEEKND,2016-04-16,52 ,In The Night
52,MAREN MORRIS,2016-04-16,53 ,My Church
53,DIERKS BENTLEY,2016-04-16,54 ,Somewhere On A Beach
54,FLORIDA GEORGIA LINE,2016-04-16,55 ,Confession
55,RASCAL FLATTS,2016-04-16,56 ,I Like The Sound Of That
56,CHRIS YOUNG duet with CASSADEE POPE,2016-04-16,57 ,Think Of You
57,ALESSIA CARA,2016-04-16,58 ,Wild Things
58,KEVIN GATES,2016-04-16,59 ,Really Really
59,OLD DOMINION,2016-04-16,60 ,Snapback
60,BLAKE SHELTON,2016-04-16,61 ,Came Here To Forget
61,TAYLOR SWIFT,2016-04-16,62 ,New Romantics
62,ROBIN SCHULZ featuring FRANCESCO YATES,2016-04-16,63 ,Sugar
63,RIHANNA,2016-04-16,64 ,Needed Me
64,YOUNG THUG,2016-04-16,65 ,Best Friend
65,JUSTIN BIEBER,2016-04-16,66 ,Company
66,RUTH B,2016-04-16,67 ,Lost Boy
67,O.T. GENASIS featuring YOUNG DOLPH,2016-04-16,68 ,Cut It
68,DISTURBED,2016-04-16,69 ,The Sound Of Silence
69,KID INK featuring FETTY WAP,2016-04-16,70 ,Promise
70,SIA featuring SEAN PAUL,2016-04-16,71 ,Cheap Thrills
71,ZAC BROWN BAND,2016-04-16,72 ,Beautiful Drug
72,THE WEEKND,2016-04-16,73 ,Acquainted
73,THOMAS RHETT,2016-04-16,74 ,T-Shirt
74,CARRIE UNDERWOOD,2016-04-16,75 ,Heartbeat
75,COLDPLAY,2016-04-16,76 ,Adventure Of A Lifetime
76,RACHEL PLATTEN,2016-04-16,77 ,Stand By You
77,KELLY CLARKSON,2016-04-16,78 ,Piece By Piece
78,FETTY WAP,2016-04-16,79 ,Jimmy Choo
79,GWEN STEFANI,2016-04-16,80 ,Make Me Like You
80,BELLY featuring THE WEEKND,2016-04-16,81 ,Might Not
81,CHRIS STAPLETON,2016-04-16,82 ,Nobody To Blame
82,LUKE NASTY,2016-04-16,83 ,Might Be
83,DUSTIN LYNCH,2016-04-16,84 ,Mind Reader
84,CHASE BRYANT,2016-04-16,85 ,Little Bit Of You
85,SHAKIRA,2016-04-16,86 ,Try Everything
86,ELLIE GOULDING,2016-04-16,87 ,Something In The Way You Move
87,SHAWN MENDES & CAMILA CABELLO,2016-04-16,88 ,I Know What You Did Last Summer
88,TY DOLLA $IGN featuring E-40,2016-04-16,89 ,Saved
89,LEE BRICE,2016-04-16,90 ,That Don't Sound Like You
90,LUKE BRYAN featuring KAREN FAIRCHILD,2016-04-16,91 ,Home Alone Tonight
91,JON PARDI,2016-04-16,92 ,Head Over Boots
92,ZAYN,2016-04-16,93 ,Like I Would
93,GRANGER SMITH,2016-04-16,94 ,Backroad Song
94,MAJOR LAZER featuring NYLA,2016-04-16,95 ,Light It Up
95,TWENTY ONE PILOTS,2016-04-16,96 ,Ride
96,ZENDAYA featuring CHRIS BROWN,2016-04-16,97 ,Something New
97,DREEZY featuring JEREMIH,2016-04-16,98 ,Body
98,BRYSON TILLER,2016-04-16,99 ,Sorry Not Sorry
99,JONAS BLUE featuring DAKOTA,2016-04-16,100,Fast Car
0,RIHANNA featuring DRAKE,2016-04-23,1  ,Work
1,LUKAS GRAHAM,2016-04-23,2  ,7 Years
2,MEGHAN TRAINOR,2016-04-23,3  ,No
3,ZAYN,2016-04-23,4  ,Pillowtalk
4,JUSTIN BIEBER,2016-04-23,5  ,Love Yourself
5,FLO RIDA,2016-04-23,6  ,My House
6,TWENTY ONE PILOTS,2016-04-23,7  ,Stressed Out
7,G-EAZY & BEBE REXHA,2016-04-23,8  ,"Me, Myself & I"
8,MIKE POSNER,2016-04-23,9  ,I Took A Pill In Ibiza
9,FIFTH HARMONY featuring TY DOLLA $IGN,2016-04-23,10 ,Work From Home
10,DNCE,2016-04-23,11 ,Cake By The Ocean
11,ARIANA GRANDE,2016-04-23,12 ,Dangerous Woman
12,JUSTIN BIEBER,2016-04-23,13 ,Sorry
13,DESIIGNER,2016-04-23,14 ,Panda
14,ZARA LARSSON & MNEK,2016-04-23,15 ,Never Forget You
15,CHARLIE PUTH,2016-04-23,16 ,One Call Away
16,SELENA GOMEZ,2016-04-23,17 ,Hands To Myself
17,KEVIN GATES,2016-04-23,18 ,2 Phones
18,ADELE,2016-04-23,19 ,Hello
19,THE CHAINSMOKERS featuring ROZES,2016-04-23,20 ,Roses
20,JEREMIH,2016-04-23,21 ,Oui
21,DJ SNAKE featuring BIPOLAR SUNSHINE,2016-04-23,22 ,Middle
22,SHAWN MENDES,2016-04-23,23 ,Stitches
23,BRYSON TILLER,2016-04-23,24 ,Don't
24,THE CHAINSMOKERS featuring DAYA,2016-04-23,25 ,Don't Let Me Down
25,YO GOTTI,2016-04-23,26 ,Down In The DM
26,NICK JONAS featuring TOVE LO,2016-04-23,27 ,Close
27,FUTURE featuring THE WEEKND,2016-04-23,28 ,Low Life
28,BRYSON TILLER,2016-04-23,29 ,Exchange
29,JAMES BAY,2016-04-23,30 ,Let It Go
30,COLE SWINDELL,2016-04-23,31 ,You Should Be Here
31,DRAKE & FUTURE,2016-04-23,32 ,Jumpman
32,THE WEEKND,2016-04-23,33 ,The Hills
33,TROYE SIVAN,2016-04-23,34 ,Youth
34,BRETT ELDREDGE,2016-04-23,35 ,Drunk On Your Love
35,DRAKE,2016-04-23,36 ,Summer Sixteen
36,CHRIS BROWN,2016-04-23,37 ,Back To Sleep
37,DRAKE,2016-04-23,38 ,Hotline Bling
38,SIA featuring SEAN PAUL,2016-04-23,39 ,Cheap Thrills
39,FETTY WAP featuring REMY BOYZ,2016-04-23,40 ,679
40,JUSTIN BIEBER,2016-04-23,41 ,What Do You Mean?
41,TORY LANEZ,2016-04-23,42 ,Say It
42,DIERKS BENTLEY,2016-04-23,43 ,Somewhere On A Beach
43,TIM McGRAW,2016-04-23,44 ,Humble And Kind
44,THOMAS RHETT,2016-04-23,45 ,Die A Happy Man
45,MEGHAN TRAINOR featuring JOHN LEGEND,2016-04-23,46 ,Like I'm Gonna Lose You
46,RUTH B,2016-04-23,47 ,Lost Boy
47,BLAKE SHELTON,2016-04-23,48 ,Came Here To Forget
48,POST MALONE,2016-04-23,49 ,White Iverson
49,MAREN MORRIS,2016-04-23,50 ,My Church
50,DISTURBED,2016-04-23,51 ,The Sound Of Silence
51,RASCAL FLATTS,2016-04-23,52 ,I Like The Sound Of That
52,CHRIS YOUNG duet with CASSADEE POPE,2016-04-23,53 ,Think Of You
53,KEVIN GATES,2016-04-23,54 ,Really Really
54,OLD DOMINION,2016-04-23,55 ,Snapback
55,FLORIDA GEORGIA LINE,2016-04-23,56 ,Confession
56,JUSTIN BIEBER,2016-04-23,57 ,Company
57,ADELE,2016-04-23,58 ,When We Were Young
58,RIHANNA,2016-04-23,59 ,Needed Me
59,ALESSIA CARA,2016-04-23,60 ,Wild Things
60,TAYLOR SWIFT,2016-04-23,61 ,New Romantics
61,O.T. GENASIS featuring YOUNG DOLPH,2016-04-23,62 ,Cut It
62,THOMAS RHETT,2016-04-23,63 ,T-Shirt
63,LEE BRICE,2016-04-23,64 ,That Don't Sound Like You
64,SHAKIRA,2016-04-23,65 ,Try Everything
65,YOUNG THUG,2016-04-23,66 ,Best Friend
66,KID INK featuring FETTY WAP,2016-04-23,67 ,Promise
67,ROBIN SCHULZ featuring FRANCESCO YATES,2016-04-23,68 ,Sugar
68,FETTY WAP,2016-04-23,69 ,Jimmy Choo
69,THE WEEKND,2016-04-23,70 ,Acquainted
70,IGGY AZALEA,2016-04-23,71 ,Team
71,KENNY CHESNEY,2016-04-23,72 ,Noise
72,ZAYN,2016-04-23,73 ,Like I Would
73,DUSTIN LYNCH,2016-04-23,74 ,Mind Reader
74,RACHEL PLATTEN,2016-04-23,75 ,Stand By You
75,ZAC BROWN BAND,2016-04-23,76 ,Beautiful Drug
76,BELLY featuring THE WEEKND,2016-04-23,77 ,Might Not
77,LUKE NASTY,2016-04-23,78 ,Might Be
78,CHASE BRYANT,2016-04-23,79 ,Little Bit Of You
79,CARRIE UNDERWOOD,2016-04-23,80 ,Heartbeat
80,CHRIS STAPLETON,2016-04-23,81 ,Nobody To Blame
81,KELLY CLARKSON,2016-04-23,82 ,Piece By Piece
82,TY DOLLA $IGN featuring E-40,2016-04-23,83 ,Saved
83,MAJOR LAZER featuring NYLA,2016-04-23,84 ,Light It Up
84,JON PARDI,2016-04-23,85 ,Head Over Boots
85,SHAWN MENDES & CAMILA CABELLO,2016-04-23,86 ,I Know What You Did Last Summer
86,YOUNG THUG,2016-04-23,87 ,With Them
87,TWENTY ONE PILOTS,2016-04-23,88 ,Ride
88,DREEZY featuring JEREMIH,2016-04-23,89 ,Body
89,LUKE BRYAN featuring KAREN FAIRCHILD,2016-04-23,90 ,Home Alone Tonight
90,FAT JOE & REMY MA featuring FRENCH MONTANA,2016-04-23,91 ,All The Way Up
91,LUKE BRYAN,2016-04-23,92 ,"Huntin', Fishin' & Lovin' Every Day"
92,YOUNG THUG,2016-04-23,93 ,Digits
93,PANIC! AT THE DISCO,2016-04-23,94 ,Victorious
94,YOUNG GREATNESS,2016-04-23,95 ,Moolah
95,ELLIE GOULDING,2016-04-23,96 ,Something In The Way You Move
96,A$AP FERG featuring FUTURE,2016-04-23,97 ,New Level
97,JONAS BLUE featuring DAKOTA,2016-04-23,98 ,Fast Car
98,MADEINTYO,2016-04-23,99 ,Uber Everywhere
99,GWEN STEFANI,2016-04-23,100,Make Me Like You
