,week,twitter_per_hour,pos_rate,neg_rate,ratio_pos_neg,favorite_rate,current_rank,date_period,Song_ID,Song_IDN,past_rank_1,past_rank_2,past_rank_3,past_rank_4,next_rank
0,14,0.00595238095238,0.0,0.0,1.0,0.0,56,2016-04-03 ~ 2016-04-09,I Like The Sound Of That%RASCAL FLATTS,59,67,67,72,72,52
1,15,0.00595238095238,0.0,0.0,1.0,0.0,52,2016-04-10 ~ 2016-04-16,I Like The Sound Of That%RASCAL FLATTS,59,56,67,67,72,52
2,16,0.00595238095238,0.0,0.0,1.0,0.0,52,2016-04-17 ~ 2016-04-23,I Like The Sound Of That%RASCAL FLATTS,59,52,56,67,67,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,I Love This Life%LOCASH,60,101,101,101,99,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,I Love This Life%LOCASH,60,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,I Love This Life%LOCASH,60,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,10,2016-04-03 ~ 2016-04-09,I Took A Pill In Ibiza%MIKE POSNER,61,11,10,14,15,9
0,15,1.0214346514,0.0,0.0,1.0,0.0,9,2016-04-10 ~ 2016-04-16,I Took A Pill In Ibiza%MIKE POSNER,61,10,11,10,14,9
1,16,0.81801914392,0.0,0.0,1.0,0.125,9,2016-04-17 ~ 2016-04-23,I Took A Pill In Ibiza%MIKE POSNER,61,9,10,11,10,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,52,2016-04-03 ~ 2016-04-09,In The Night%THE WEEKND,62,47,36,28,19,101
0,15,1.04949314252,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,In The Night%THE WEEKND,62,52,47,36,28,101
1,16,1.07796534042,0.0,0.0,1.0,0.125,101,2016-04-17 ~ 2016-04-23,In The Night%THE WEEKND,62,101,52,47,36,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Irresistible%FALL OUT BOY,63,101,101,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Irresistible%FALL OUT BOY,63,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Irresistible%FALL OUT BOY,63,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,It's You%ZAYN,64,101,101,59,101,101
0,15,587.344913151,0.105323193916,0.0391634980989,2.67307692308,0.810646387833,101,2016-04-10 ~ 2016-04-16,It's You%ZAYN,64,101,101,101,59,101
1,16,119.73686907,0.139248305607,0.0221811460259,6.13513513514,1.55206407887,101,2016-04-17 ~ 2016-04-23,It's You%ZAYN,64,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,79,2016-04-03 ~ 2016-04-09,Jimmy Choo%FETTY WAP,65,78,74,73,66,69
1,15,0.00595238095238,0.0,0.0,1.0,0.0,69,2016-04-10 ~ 2016-04-16,Jimmy Choo%FETTY WAP,65,79,78,74,73,69
2,16,0.00595238095238,0.0,0.0,1.0,0.0,69,2016-04-17 ~ 2016-04-23,Jimmy Choo%FETTY WAP,65,69,79,78,74,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,27,2016-04-03 ~ 2016-04-09,Jumpman%DRAKE & FUTURE,66,24,23,22,24,32
0,15,4.77453580902,0.0434782608696,0.0,2.0,0.173913043478,32,2016-04-10 ~ 2016-04-16,Jumpman%DRAKE & FUTURE,66,27,24,23,22,32
1,16,3.19290465632,0.272727272727,0.0454545454545,3.5,1.31818181818,32,2016-04-17 ~ 2016-04-23,Jumpman%DRAKE & FUTURE,66,32,27,24,23,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Lean On%MAJOR LAZER x DJ SNAKE ,67,101,101,48,49,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Lean On%MAJOR LAZER x DJ SNAKE ,67,101,101,101,48,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Lean On%MAJOR LAZER x DJ SNAKE ,67,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,35,2016-04-03 ~ 2016-04-09,Let It Go%JAMES BAY,68,38,50,52,35,30
0,16,0.00595238095238,0.0,0.0,1.0,0.0,30,2016-04-17 ~ 2016-04-23,Let It Go%JAMES BAY,68,30,35,38,50,0
0,15,0.127704859879,0.333333333333,0.0,2.0,0.666666666667,30,2016-04-10 ~ 2016-04-16,Let It Go%JAMES BAY,68,35,38,50,52,30
0,14,38.0952380952,1.0,0.0,3.0,0.0,95,2016-04-03 ~ 2016-04-09,Light It Up%MAJOR LAZER ,69,98,101,101,101,84
1,15,45.5375966268,1.0,0.0,19.0,0.0,84,2016-04-10 ~ 2016-04-16,Light It Up%MAJOR LAZER ,69,95,98,101,101,84
2,16,0.88177661659,1.0,0.0,10.0,0.0,84,2016-04-17 ~ 2016-04-23,Light It Up%MAJOR LAZER ,69,84,95,98,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,93,2016-04-03 ~ 2016-04-09,Like I Would%ZAYN,70,55,101,101,101,73
0,15,0.00595238095238,0.0,0.0,1.0,1.0,73,2016-04-10 ~ 2016-04-16,Like I Would%ZAYN,70,93,55,101,101,73
1,16,0.00595238095238,0.0,0.0,1.0,0.0,73,2016-04-17 ~ 2016-04-23,Like I Would%ZAYN,70,73,93,55,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,41,2016-04-03 ~ 2016-04-09,Like I'm Gonna Lose You%MEGHAN TRAINOR ,71,46,42,37,31,46
0,15,177.604201737,0.253867151956,0.00409463148317,55.9,0.175159235669,46,2016-04-10 ~ 2016-04-16,Like I'm Gonna Lose You%MEGHAN TRAINOR ,71,41,46,42,37,46
1,16,132.675282385,0.238840312931,0.00276115968707,74.2857142857,0.576161988035,46,2016-04-17 ~ 2016-04-23,Like I'm Gonna Lose You%MEGHAN TRAINOR ,71,46,41,46,42,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,85,2016-04-03 ~ 2016-04-09,Little Bit Of You%CHASE BRYANT,72,88,86,82,83,79
1,15,0.00595238095238,0.0,0.0,1.0,0.0,79,2016-04-10 ~ 2016-04-16,Little Bit Of You%CHASE BRYANT,72,85,88,86,82,79
2,16,0.00595238095238,0.0,0.0,1.0,0.0,79,2016-04-17 ~ 2016-04-23,Little Bit Of You%CHASE BRYANT,72,79,85,88,86,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Look At My Dab%MIGOS,73,101,101,101,87,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Look At My Dab%MIGOS,73,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Look At My Dab%MIGOS,73,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,67,2016-04-03 ~ 2016-04-09,Lost Boy%RUTH B,74,79,87,86,75,47
0,16,0.00595238095238,0.0,0.0,1.0,0.0,47,2016-04-17 ~ 2016-04-23,Lost Boy%RUTH B,74,47,67,79,87,0
0,15,0.325752548712,0.0,0.0,1.0,0.0,47,2016-04-10 ~ 2016-04-16,Lost Boy%RUTH B,74,67,79,87,86,47
0,14,0.00595238095238,0.0,0.0,1.0,0.0,3,2016-04-03 ~ 2016-04-09,Love Yourself%JUSTIN BIEBER,75,2,2,2,2,5
0,15,5.73752473071,1.0,0.0,30.0,0.241379310345,5,2016-04-10 ~ 2016-04-16,Love Yourself%JUSTIN BIEBER,75,3,2,2,2,5
1,16,1.19780402595,1.0,0.0,11.0,0.4,5,2016-04-17 ~ 2016-04-23,Love Yourself%JUSTIN BIEBER,75,5,3,2,2,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,29,2016-04-03 ~ 2016-04-09,Low Life%FUTURE ,76,35,43,56,53,28
0,15,1.40767967467,0.0,0.2,0.5,0.6,28,2016-04-10 ~ 2016-04-16,Low Life%FUTURE ,76,29,35,43,56,28
1,16,1.08608205953,0.0,0.0,1.0,0.0,28,2016-04-17 ~ 2016-04-23,Low Life%FUTURE ,76,28,29,35,43,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,80,2016-04-03 ~ 2016-04-09,Make Me Like You%GWEN STEFANI,77,97,101,101,68,100
0,16,0.00595238095238,0.0,0.0,1.0,0.0,100,2016-04-17 ~ 2016-04-23,Make Me Like You%GWEN STEFANI,77,100,80,97,101,0
0,15,0.118504863637,0.0,0.0,1.0,0.5,100,2016-04-10 ~ 2016-04-16,Make Me Like You%GWEN STEFANI,77,80,97,101,101,100
0,15,0.00595238095238,0.0,0.0,1.0,0.0,8,2016-04-10 ~ 2016-04-16,"Me, Myself & I%G-EAZY & BEBE REXHA",78,7,7,7,7,8
0,14,0.00595238095238,0.0,0.0,1.0,0.0,7,2016-04-03 ~ 2016-04-09,"Me, Myself & I%G-EAZY & BEBE REXHA",78,7,7,7,7,8
0,16,0.00595238095238,0.0,0.0,1.0,1.0,8,2016-04-17 ~ 2016-04-23,"Me, Myself & I%G-EAZY & BEBE REXHA",78,8,7,7,7,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,20,2016-04-03 ~ 2016-04-09,Middle%DJ SNAKE ,79,26,31,50,57,22
0,15,12.4479733624,0.185185185185,0.0185185185185,5.5,0.777777777778,22,2016-04-10 ~ 2016-04-16,Middle%DJ SNAKE ,79,20,26,31,50,22
1,16,2.76055978018,0.166666666667,0.0,7.0,0.916666666667,22,2016-04-17 ~ 2016-04-23,Middle%DJ SNAKE ,79,22,20,26,31,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,83,2016-04-03 ~ 2016-04-09,Might Be%LUKE NASTY,80,84,82,78,80,78
0,16,0.00595238095238,0.0,0.0,1.0,0.0,78,2016-04-17 ~ 2016-04-23,Might Be%LUKE NASTY,80,78,83,84,82,0
0,15,0.00595238095238,0.0,1.0,0.5,1.0,78,2016-04-10 ~ 2016-04-16,Might Be%LUKE NASTY,80,83,84,82,78,78
0,14,0.00595238095238,0.0,0.0,1.0,0.0,81,2016-04-03 ~ 2016-04-09,Might Not%BELLY ,81,83,94,96,100,77
1,15,0.00595238095238,0.0,0.0,1.0,0.0,77,2016-04-10 ~ 2016-04-16,Might Not%BELLY ,81,81,83,94,96,77
2,16,0.00595238095238,0.0,0.0,1.0,0.0,77,2016-04-17 ~ 2016-04-23,Might Not%BELLY ,81,77,81,83,94,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,84,2016-04-03 ~ 2016-04-09,Mind Reader%DUSTIN LYNCH,82,86,88,84,85,74
1,15,0.00595238095238,0.0,0.0,1.0,0.0,74,2016-04-10 ~ 2016-04-16,Mind Reader%DUSTIN LYNCH,82,84,86,88,84,74
2,16,0.00595238095238,0.0,0.0,1.0,0.0,74,2016-04-17 ~ 2016-04-23,Mind Reader%DUSTIN LYNCH,82,74,84,86,88,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Moolah%YOUNG GREATNESS,83,101,101,101,101,95
0,15,36.9668246445,0.0769230769231,0.0,3.0,0.423076923077,95,2016-04-10 ~ 2016-04-16,Moolah%YOUNG GREATNESS,83,101,101,101,101,95
1,16,1.33716022286,1.0,0.0,12.0,1.81818181818,95,2016-04-17 ~ 2016-04-23,Moolah%YOUNG GREATNESS,83,95,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,53,2016-04-03 ~ 2016-04-09,My Church%MAREN MORRIS,84,53,51,55,55,50
1,15,0.00595238095238,0.0,0.0,1.0,0.0,50,2016-04-10 ~ 2016-04-16,My Church%MAREN MORRIS,84,53,53,51,55,50
2,16,0.00595238095238,0.0,0.0,1.0,0.0,50,2016-04-17 ~ 2016-04-23,My Church%MAREN MORRIS,84,50,53,53,51,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,4,2016-04-03 ~ 2016-04-09,My House%FLO RIDA,85,5,4,4,5,6
0,15,579.020979021,0.0,0.0,1.0,0.0,6,2016-04-10 ~ 2016-04-16,My House%FLO RIDA,85,4,5,4,4,6
1,16,3.103830521,0.0,0.142857142857,0.5,0.0,6,2016-04-17 ~ 2016-04-23,My House%FLO RIDA,85,6,4,5,4,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,64,2016-04-03 ~ 2016-04-09,Needed Me%RIHANNA,86,71,68,66,64,59
0,15,0.264725347452,0.0,0.0,1.0,0.5,59,2016-04-10 ~ 2016-04-16,Needed Me%RIHANNA,86,64,71,68,66,59
1,16,0.135265458462,0.666666666667,0.0,3.0,0.0,59,2016-04-17 ~ 2016-04-23,Needed Me%RIHANNA,86,59,64,71,68,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,17,2016-04-03 ~ 2016-04-09,Never Forget You%ZARA LARSSON & MNEK,87,19,22,34,58,15
0,15,2.83125320568,0.0,0.0,1.0,0.0,15,2016-04-10 ~ 2016-04-16,Never Forget You%ZARA LARSSON & MNEK,87,17,19,22,34,15
1,16,0.734369156495,0.0,0.0,1.0,0.0,15,2016-04-17 ~ 2016-04-23,Never Forget You%ZARA LARSSON & MNEK,87,15,17,19,22,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,New Level%A$AP FERG ,88,101,101,101,101,97
1,15,0.00595238095238,0.0,0.0,1.0,0.0,97,2016-04-10 ~ 2016-04-16,New Level%A$AP FERG ,88,101,101,101,101,97
2,16,0.00595238095238,0.0,0.0,1.0,0.0,97,2016-04-17 ~ 2016-04-23,New Level%A$AP FERG ,88,97,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,62,2016-04-03 ~ 2016-04-09,New Romantics%TAYLOR SWIFT,89,69,73,101,101,61
0,15,0.78612716763,1.0,0.0,18.0,0.0588235294118,61,2016-04-10 ~ 2016-04-16,New Romantics%TAYLOR SWIFT,89,62,69,73,101,61
1,16,1.62448209378,1.0,0.0,12.0,0.0909090909091,61,2016-04-17 ~ 2016-04-23,New Romantics%TAYLOR SWIFT,89,61,62,69,73,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,6,2016-04-03 ~ 2016-04-09,No%MEGHAN TRAINOR,90,12,11,101,101,3
0,15,142.661506401,0.24958263773,0.0442404006678,5.55555555556,2.28797996661,3,2016-04-10 ~ 2016-04-16,No%MEGHAN TRAINOR,90,6,12,11,101,3
1,16,25.0826855598,0.493975903614,0.0457831325301,10.3,5.63855421687,3,2016-04-17 ~ 2016-04-23,No%MEGHAN TRAINOR,90,3,6,12,11,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,82,2016-04-03 ~ 2016-04-09,Nobody To Blame%CHRIS STAPLETON,91,81,78,74,70,81
1,15,0.00595238095238,0.0,0.0,1.0,0.0,81,2016-04-10 ~ 2016-04-16,Nobody To Blame%CHRIS STAPLETON,91,82,81,78,74,81
2,16,0.00595238095238,0.0,0.0,1.0,0.0,81,2016-04-17 ~ 2016-04-23,Nobody To Blame%CHRIS STAPLETON,91,81,82,81,78,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Noise%KENNY CHESNEY,92,101,101,101,101,72
0,15,0.00595238095238,0.0,0.0,1.0,1.0,72,2016-04-10 ~ 2016-04-16,Noise%KENNY CHESNEY,92,101,101,101,101,72
1,16,0.215804049923,0.6,0.0,4.0,0.2,72,2016-04-17 ~ 2016-04-23,Noise%KENNY CHESNEY,92,72,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,On My Mind%ELLIE GOULDING,93,101,101,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,On My Mind%ELLIE GOULDING,93,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,On My Mind%ELLIE GOULDING,93,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,14,2016-04-03 ~ 2016-04-09,One Call Away%CHARLIE PUTH,94,14,15,16,14,16
0,15,1.00154404707,0.0,0.0,1.0,0.0,16,2016-04-10 ~ 2016-04-16,One Call Away%CHARLIE PUTH,94,14,14,15,16,16
1,16,0.948422223523,0.0,0.0,1.0,0.111111111111,16,2016-04-17 ~ 2016-04-23,One Call Away%CHARLIE PUTH,94,16,14,14,15,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,24,2016-04-03 ~ 2016-04-09,Oui%JEREMIH,95,27,33,27,28,21
0,15,6.17773483056,0.47572815534,0.0582524271845,7.14285714286,1.11650485437,21,2016-04-10 ~ 2016-04-16,Oui%JEREMIH,95,24,27,33,27,21
1,16,4.12231620039,0.727272727273,0.0227272727273,16.5,0.159090909091,21,2016-04-17 ~ 2016-04-23,Oui%JEREMIH,95,21,24,27,33,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Out Of The Woods%TAYLOR SWIFT,96,101,101,101,77,101
0,15,1.64458656921,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Out Of The Woods%TAYLOR SWIFT,96,101,101,101,101,101
1,16,0.282264387643,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Out Of The Woods%TAYLOR SWIFT,96,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,21,2016-04-03 ~ 2016-04-09,Panda%DESIIGNER,97,33,72,94,96,14
0,15,127.262180974,0.295350957156,0.0802187784868,3.65168539326,0.490428441203,14,2016-04-10 ~ 2016-04-16,Panda%DESIIGNER,97,21,33,72,94,14
1,16,56.7804685703,0.367708333333,0.0458333333333,7.86666666667,0.927083333333,14,2016-04-17 ~ 2016-04-23,Panda%DESIIGNER,97,14,21,33,72,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Perfect%ONE DIRECTION,98,101,101,87,79,101
0,15,12.0248131064,1.0,0.0,22.0,0.190476190476,101,2016-04-10 ~ 2016-04-16,Perfect%ONE DIRECTION,98,101,101,101,87,101
1,16,0.589535740604,1.0,0.0,9.0,0.375,101,2016-04-17 ~ 2016-04-23,Perfect%ONE DIRECTION,98,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,78,2016-04-03 ~ 2016-04-09,Piece By Piece%KELLY CLARKSON,99,70,20,8,101,82
1,15,0.00595238095238,0.0,0.0,1.0,0.0,82,2016-04-10 ~ 2016-04-16,Piece By Piece%KELLY CLARKSON,99,78,70,20,8,82
2,16,0.00595238095238,0.0,0.0,1.0,0.0,82,2016-04-17 ~ 2016-04-23,Piece By Piece%KELLY CLARKSON,99,82,78,70,20,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,4,2016-04-10 ~ 2016-04-16,Pillowtalk%ZAYN,100,8,6,6,6,4
0,14,0.00595238095238,0.0,0.0,1.0,0.0,8,2016-04-03 ~ 2016-04-09,Pillowtalk%ZAYN,100,6,6,6,6,4
0,16,32.9866270431,0.216216216216,0.0540540540541,3.0,0.27027027027,4,2016-04-17 ~ 2016-04-23,Pillowtalk%ZAYN,100,4,8,6,6,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,70,2016-04-03 ~ 2016-04-09,Promise%KID INK ,101,75,85,83,82,67
0,15,3.12098293026,0.137931034483,0.0344827586207,2.5,1.1724137931,67,2016-04-10 ~ 2016-04-16,Promise%KID INK ,101,70,75,85,83,67
1,16,1.54523017491,0.25,0.0625,2.5,0.625,67,2016-04-17 ~ 2016-04-23,Promise%KID INK ,101,67,70,75,85,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,54,2016-04-10 ~ 2016-04-16,Really Really%KEVIN GATES,102,59,62,59,64,54
0,14,0.00595238095238,0.0,0.0,1.0,0.0,59,2016-04-03 ~ 2016-04-09,Really Really%KEVIN GATES,102,62,59,64,61,54
0,16,0.00595238095238,1.0,0.0,2.0,0.0,54,2016-04-17 ~ 2016-04-23,Really Really%KEVIN GATES,102,54,59,62,59,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,96,2016-04-03 ~ 2016-04-09,Ride%TWENTY ONE PILOTS,103,96,101,101,101,88
0,15,0.797401063201,0.583333333333,0.0,8.0,0.583333333333,88,2016-04-10 ~ 2016-04-16,Ride%TWENTY ONE PILOTS,103,96,96,101,101,88
1,16,0.182551152354,0.0,0.0,1.0,2.0,88,2016-04-17 ~ 2016-04-23,Ride%TWENTY ONE PILOTS,103,88,96,96,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,16,2016-04-03 ~ 2016-04-09,Roses%THE CHAINSMOKERS ,104,17,14,13,10,20
0,15,9.07212338088,0.13,0.03,3.5,1.94,20,2016-04-10 ~ 2016-04-16,Roses%THE CHAINSMOKERS ,104,16,17,14,13,20
1,16,2.78368451575,0.2,0.05,2.5,0.35,20,2016-04-17 ~ 2016-04-23,Roses%THE CHAINSMOKERS ,104,20,16,17,14,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,48,2016-04-03 ~ 2016-04-09,Same Old Love%SELENA GOMEZ,105,45,35,26,20,101
0,15,1.74193548387,1.0,0.0,4.0,0.0,101,2016-04-10 ~ 2016-04-16,Same Old Love%SELENA GOMEZ,105,48,45,35,26,101
1,16,0.255854447248,1.0,0.0,3.0,0.0,101,2016-04-17 ~ 2016-04-23,Same Old Love%SELENA GOMEZ,105,101,48,45,35,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,83,2016-04-10 ~ 2016-04-16,Saved%TY DOLLA $IGN ,106,89,90,95,90,83
0,14,0.00595238095238,0.0,0.0,1.0,0.0,89,2016-04-03 ~ 2016-04-09,Saved%TY DOLLA $IGN ,106,90,95,90,93,83
0,16,0.00595238095238,0.0,0.0,1.0,1.0,83,2016-04-17 ~ 2016-04-23,Saved%TY DOLLA $IGN ,106,83,89,90,95,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,38,2016-04-03 ~ 2016-04-09,Say It%TORY LANEZ,107,37,30,32,27,42
0,16,0.00595238095238,0.0,0.0,1.0,0.0,42,2016-04-17 ~ 2016-04-23,Say It%TORY LANEZ,107,42,38,37,30,0
0,15,0.00595238095238,0.0,0.0,1.0,1.0,42,2016-04-10 ~ 2016-04-16,Say It%TORY LANEZ,107,38,37,30,32,42
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,See You Again%WIZ KHALIFA ,108,101,101,49,45,101
0,15,1.40980108841,0.0344827586207,0.0,2.0,4.41379310345,101,2016-04-10 ~ 2016-04-16,See You Again%WIZ KHALIFA ,108,101,101,101,49,101
1,16,1.2986544497,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,See You Again%WIZ KHALIFA ,108,101,101,101,101,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,55,2016-04-10 ~ 2016-04-16,Snapback%OLD DOMINION,109,60,64,62,70,55
0,14,0.00595238095238,0.0,0.0,1.0,0.0,60,2016-04-03 ~ 2016-04-09,Snapback%OLD DOMINION,109,64,62,70,71,55
0,16,2.74599542334,1.0,0.0,5.0,3.5,55,2016-04-17 ~ 2016-04-23,Snapback%OLD DOMINION,109,55,60,64,62,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,87,2016-04-03 ~ 2016-04-09,Something In The Way You Move%ELLIE GOULDING,110,72,52,53,43,96
1,15,0.00595238095238,0.0,0.0,1.0,0.0,96,2016-04-10 ~ 2016-04-16,Something In The Way You Move%ELLIE GOULDING,110,87,72,52,53,96
2,16,0.00595238095238,0.0,0.0,1.0,0.0,96,2016-04-17 ~ 2016-04-23,Something In The Way You Move%ELLIE GOULDING,110,96,87,72,52,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Something New%ZENDAYA ,111,97,93,96,101,101
0,14,0.00595238095238,0.0,0.0,1.0,0.0,97,2016-04-03 ~ 2016-04-09,Something New%ZENDAYA ,111,93,96,101,101,101
0,16,0.00595238095238,1.0,0.0,2.0,0.0,101,2016-04-17 ~ 2016-04-23,Something New%ZENDAYA ,111,101,97,93,96,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,54,2016-04-03 ~ 2016-04-09,Somewhere On A Beach%DIERKS BENTLEY,112,59,61,68,78,43
0,16,0.00595238095238,0.0,0.0,1.0,0.0,43,2016-04-17 ~ 2016-04-23,Somewhere On A Beach%DIERKS BENTLEY,112,43,54,59,61,0
0,15,0.00595238095238,0.0,0.0,1.0,1.0,43,2016-04-10 ~ 2016-04-16,Somewhere On A Beach%DIERKS BENTLEY,112,54,59,61,68,43
0,14,0.00595238095238,0.0,0.0,1.0,0.0,99,2016-04-03 ~ 2016-04-09,Sorry Not Sorry%BRYSON TILLER,113,95,99,93,86,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Sorry Not Sorry%BRYSON TILLER,113,99,95,99,93,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Sorry Not Sorry%BRYSON TILLER,113,101,99,95,99,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,11,2016-04-03 ~ 2016-04-09,Sorry%JUSTIN BIEBER,114,8,8,5,4,13
0,15,185.746797581,0.00126023944549,0.996849401386,0.00189513581807,1.13925645873,13,2016-04-10 ~ 2016-04-16,Sorry%JUSTIN BIEBER,114,11,8,8,5,13
1,16,14.993850947,0.00393700787402,0.992125984252,0.00790513833992,0.838582677165,13,2016-04-17 ~ 2016-04-23,Sorry%JUSTIN BIEBER,114,13,11,8,8,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,77,2016-04-03 ~ 2016-04-09,Stand By You%RACHEL PLATTEN,115,61,47,42,41,75
0,15,15.9322686165,0.0,0.0,1.0,0.0,75,2016-04-10 ~ 2016-04-16,Stand By You%RACHEL PLATTEN,115,77,61,47,42,75
1,16,0.941563293977,0.0,0.0,1.0,0.0,75,2016-04-17 ~ 2016-04-23,Stand By You%RACHEL PLATTEN,115,75,77,61,47,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Stay A Little Longer%BROTHERS OSBORNE,116,101,101,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Stay A Little Longer%BROTHERS OSBORNE,116,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Stay A Little Longer%BROTHERS OSBORNE,116,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,22,2016-04-03 ~ 2016-04-09,Stitches%SHAWN MENDES,117,20,17,17,16,23
0,15,3.25635841226,0.294117647059,0.0588235294118,3.66666666667,0.5,23,2016-04-10 ~ 2016-04-16,Stitches%SHAWN MENDES,117,22,20,17,17,23
1,16,2.33926573048,0.833333333333,0.0185185185185,23.0,1.81481481481,23,2016-04-17 ~ 2016-04-23,Stitches%SHAWN MENDES,117,23,22,20,17,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,5,2016-04-03 ~ 2016-04-09,Stressed Out%TWENTY ONE PILOTS,118,4,3,3,3,7
