,date_period,week,current_rank,twitter_per_hour,pos_rate,neg_rate,ratio_pos_neg,favorite_rate,Song_ID,Song_IDN,past_rank_1,past_rank_2,past_rank_3,past_rank_4,next_rank
0,2016-04-10 ~ 2016-04-16,15.0,101.0,1.34484182379,0.0,0.0,1.0,0.263157894737,Bang My Head%DAVID GUETTA ,13,101.0,101.0,101.0,101.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.182609026466,0.0,0.0,1.0,0.5,Bang My Head%DAVID GUETTA ,13,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,0.247422680412,0.0,0.0,1.0,0.0,Be Alright%ARIANA GRANDE,14,43.0,101.0,101.0,101.0,101.0
0,2016-04-03 ~ 2016-04-09,14.0,101.0,0.63464081093,0.0,0.0,1.0,0.0,Bet You Can't Do It Like Me%DLOW,17,101.0,101.0,101.0,101.0,101.0
1,2016-04-10 ~ 2016-04-16,15.0,101.0,3.53738822836,0.428571428571,0.0142857142857,15.5,0.0428571428571,Bet You Can't Do It Like Me%DLOW,17,101.0,101.0,101.0,101.0,101.0
2,2016-04-17 ~ 2016-04-23,16.0,101.0,12.6859827721,0.277777777778,0.0,6.0,0.0,Bet You Can't Do It Like Me%DLOW,17,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,89.0,0.765265451453,0.416666666667,0.166666666667,2.0,0.583333333333,Body%DREEZY ,18,98.0,101.0,101.0,101.0,89.0
1,2016-04-17 ~ 2016-04-23,16.0,89.0,0.00595238095238,0.0,0.0,1.0,0.0,Body%DREEZY ,18,89.0,98.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,11.0,2.96213405302,0.48,0.06,6.25,0.42,Cake By The Ocean%DNCE,21,9.0,9.0,9.0,10.0,11.0
1,2016-04-17 ~ 2016-04-23,16.0,11.0,0.418103898819,0.1,0.0,2.0,0.1,Cake By The Ocean%DNCE,21,11.0,9.0,9.0,9.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,48.0,0.00595238095238,0.0,0.0,1.0,0.0,Came Here To Forget%BLAKE SHELTON,22,61.0,42.0,54.0,101.0,48.0
0,2016-04-17 ~ 2016-04-23,16.0,101.0,17.1632896305,0.0892857142857,0.0178571428571,3.66666666667,0.116071428571,Can't Feel My Face%THE WEEKND,23,101.0,101.0,50.0,45.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,39.0,1.49089930218,1.0,0.0,21.0,0.45,Cheap Thrills%SIA ,24,71.0,87.0,92.0,91.0,39.0
1,2016-04-17 ~ 2016-04-23,16.0,39.0,7.72532188841,1.0,0.0,6.0,0.0,Cheap Thrills%SIA ,24,39.0,71.0,87.0,92.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,27.0,6.55729293603,0.408450704225,0.0352112676056,9.83333333333,0.457746478873,Close%NICK JONAS ,25,101.0,101.0,101.0,101.0,27.0
1,2016-04-17 ~ 2016-04-23,16.0,27.0,5.07478699118,0.29203539823,0.106194690265,2.61538461538,0.911504424779,Close%NICK JONAS ,25,27.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,57.0,313.613101331,0.0365535248042,0.0130548302872,2.63636363636,0.0744125326371,Company%JUSTIN BIEBER,26,66.0,77.0,89.0,101.0,57.0
1,2016-04-17 ~ 2016-04-23,16.0,57.0,742.033563672,0.0595466155811,0.0207535121328,2.85496183206,2.19236909323,Company%JUSTIN BIEBER,26,57.0,66.0,77.0,89.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,56.0,0.157542339504,0.333333333333,0.0,2.0,0.333333333333,Confession%FLORIDA GEORGIA LINE,27,55.0,60.0,60.0,62.0,56.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,7.36255363516,0.980392156863,0.0,51.0,0.411764705882,Confident%DEMI LOVATO,28,101.0,101.0,101.0,101.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,8.64300626305,1.0,0.0,24.0,0.173913043478,Confident%DEMI LOVATO,28,101.0,101.0,101.0,101.0,0.0
0,2016-04-03 ~ 2016-04-09,14.0,13.0,0.00595238095238,0.0,1.0,0.5,1.0,Dangerous Woman%ARIANA GRANDE,30,10.0,101.0,101.0,101.0,12.0
1,2016-04-10 ~ 2016-04-16,15.0,12.0,1.38315243492,0.0,1.0,0.0588235294118,0.25,Dangerous Woman%ARIANA GRANDE,30,13.0,10.0,101.0,101.0,12.0
2,2016-04-17 ~ 2016-04-23,16.0,12.0,4.22907488987,0.0,1.0,0.0769230769231,0.0,Dangerous Woman%ARIANA GRANDE,30,12.0,13.0,10.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,2.25247146174,0.266666666667,0.0444444444444,4.33333333333,0.133333333333,Dessert%DAWIN,31,101.0,101.0,101.0,101.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.714115686741,0.4,0.0,7.0,0.2,Dessert%DAWIN,31,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,2.23402054747,0.722222222222,0.0,14.0,1.05555555556,Dibs%KELSEA BALLERINI,32,101.0,101.0,101.0,101.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.314901593252,0.285714285714,0.0,3.0,5.57142857143,Dibs%KELSEA BALLERINI,32,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,45.0,0.00595238095238,1.0,0.0,2.0,0.0,Die A Happy Man%THOMAS RHETT,33,44.0,43.0,41.0,38.0,45.0
0,2016-04-10 ~ 2016-04-16,15.0,93.0,34.7107438017,0.928571428571,0.0,14.0,0.285714285714,Digits%YOUNG THUG,34,101.0,101.0,101.0,101.0,93.0
1,2016-04-17 ~ 2016-04-23,16.0,93.0,0.295631227417,1.0,0.0,4.0,0.333333333333,Digits%YOUNG THUG,34,93.0,101.0,101.0,101.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,25.0,155.148759156,0.162470023981,0.825839328537,0.19702467344,0.909472422062,Don't Let Me Down%THE CHAINSMOKERS ,35,25.0,31.0,54.0,63.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,24.0,40.1827209533,0.0462633451957,0.0355871886121,1.27272727273,0.209964412811,Don't%BRYSON TILLER,36,24.0,23.0,21.0,19.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,102.966884156,0.219512195122,0.00573888091822,34.1111111111,0.331420373027,Ex's & Oh's%ELLE KING,39,49.0,48.0,40.0,40.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,35.7378618761,0.197969543147,0.00253807106599,39.5,0.109137055838,Ex's & Oh's%ELLE KING,39,101.0,49.0,48.0,40.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,29.0,0.720452856081,0.357142857143,0.214285714286,1.5,0.571428571429,Exchange%BRYSON TILLER,40,26.0,30.0,26.0,36.0,29.0
1,2016-04-17 ~ 2016-04-23,16.0,29.0,0.725245945674,0.5,0.0833333333333,3.5,0.75,Exchange%BRYSON TILLER,40,29.0,26.0,30.0,26.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,98.0,1.86600115185,1.0,0.0,28.0,0.037037037037,Fast Car%JONAS BLUE ,41,100.0,100.0,101.0,101.0,98.0
1,2016-04-17 ~ 2016-04-23,16.0,98.0,1.01077457621,1.0,0.0,9.0,0.125,Fast Car%JONAS BLUE ,41,98.0,100.0,100.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,3.09001823969,0.0,1.0,0.04,0.0,Get Ugly%JASON DERULO,42,101.0,101.0,97.0,77.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.262358799951,0.0,1.0,0.142857142857,0.0,Get Ugly%JASON DERULO,42,101.0,101.0,101.0,97.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,17.0,1.5933484027,0.0,0.0,1.0,0.0,Hands To Myself%SELENA GOMEZ,45,15.0,15.0,13.0,15.0,17.0
1,2016-04-17 ~ 2016-04-23,16.0,17.0,1.57236450268,0.0909090909091,0.0909090909091,1.0,0.636363636364,Hands To Myself%SELENA GOMEZ,45,17.0,15.0,15.0,13.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,80.0,0.214890092671,0.25,0.75,0.5,0.25,Heartbeat%CARRIE UNDERWOOD,47,75.0,56.0,48.0,46.0,80.0
1,2016-04-17 ~ 2016-04-23,16.0,80.0,0.00595238095238,0.0,1.0,0.5,0.0,Heartbeat%CARRIE UNDERWOOD,47,80.0,75.0,56.0,48.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,19.0,59.0922180626,0.284750337382,0.0661268556005,4.24,0.609986504723,Hello%ADELE,49,19.0,16.0,12.0,11.0,19.0
1,2016-04-17 ~ 2016-04-23,16.0,19.0,31.1577232461,0.420588235294,0.0911764705882,4.5,0.720588235294,Hello%ADELE,49,19.0,19.0,16.0,12.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,1.7648789097,0.2,0.0,4.0,0.0666666666667,Here%ALESSIA CARA,50,47.0,39.0,32.0,33.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,1.16005254939,0.0,0.0,1.0,0.692307692308,Here%ALESSIA CARA,50,101.0,47.0,39.0,32.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,1.39977489,0.0,0.0,1.0,0.0,Hide Away%DAYA,51,46.0,41.0,37.0,31.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.279920378204,0.0,0.0,1.0,0.0,Hide Away%DAYA,51,101.0,46.0,41.0,37.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,8.86473635051,0.189655172414,0.0172413793103,7.66666666667,0.189655172414,History%ONE DIRECTION,52,101.0,101.0,101.0,100.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,2.6825633383,0.157894736842,0.0526315789474,2.0,0.526315789474,History%ONE DIRECTION,52,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,2.94045577064,0.3,0.7,0.5,0.2,Hollow%TORI KELLY,53,101.0,101.0,101.0,101.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.368644718652,0.0,1.0,0.333333333333,2.5,Hollow%TORI KELLY,53,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,38.0,0.329459137915,0.166666666667,0.0,2.0,0.166666666667,Hotline Bling%DRAKE,55,34.0,28.0,27.0,24.0,38.0
1,2016-04-17 ~ 2016-04-23,16.0,38.0,0.392905866303,0.166666666667,0.0,2.0,0.333333333333,Hotline Bling%DRAKE,55,38.0,34.0,28.0,27.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,44.0,0.208432242152,1.0,0.0,6.0,0.6,Humble And Kind%TIM McGRAW,56,51.0,58.0,57.0,67.0,44.0
0,2016-04-10 ~ 2016-04-16,15.0,92.0,0.661399963256,0.307692307692,0.0,5.0,0.615384615385,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,101.0,101.0,101.0,101.0,92.0
1,2016-04-17 ~ 2016-04-23,16.0,92.0,0.363330529857,0.666666666667,0.0,5.0,0.0,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,92.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,9.0,1.0214346514,0.0,0.0,1.0,0.0,I Took A Pill In Ibiza%MIKE POSNER,61,10.0,11.0,10.0,14.0,9.0
1,2016-04-17 ~ 2016-04-23,16.0,9.0,0.81801914392,0.0,0.0,1.0,0.125,I Took A Pill In Ibiza%MIKE POSNER,61,9.0,10.0,11.0,10.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,1.04949314252,0.0,0.0,1.0,0.0,In The Night%THE WEEKND,62,52.0,47.0,36.0,28.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,1.07796534042,0.0,0.0,1.0,0.125,In The Night%THE WEEKND,62,101.0,52.0,47.0,36.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,587.344913151,0.105323193916,0.0391634980989,2.67307692308,0.810646387833,It's You%ZAYN,64,101.0,101.0,101.0,59.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,119.73686907,0.139248305607,0.0221811460259,6.13513513514,1.55206407887,It's You%ZAYN,64,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,32.0,4.77453580902,0.0434782608696,0.0,2.0,0.173913043478,Jumpman%DRAKE & FUTURE,66,27.0,24.0,23.0,22.0,32.0
1,2016-04-17 ~ 2016-04-23,16.0,32.0,3.19290465632,0.272727272727,0.0454545454545,3.5,1.31818181818,Jumpman%DRAKE & FUTURE,66,32.0,27.0,24.0,23.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,30.0,0.127704859879,0.333333333333,0.0,2.0,0.666666666667,Let It Go%JAMES BAY,68,35.0,38.0,50.0,52.0,30.0
0,2016-04-03 ~ 2016-04-09,14.0,95.0,38.0952380952,1.0,0.0,3.0,0.0,Light It Up%MAJOR LAZER ,69,98.0,101.0,101.0,101.0,84.0
1,2016-04-10 ~ 2016-04-16,15.0,84.0,45.5375966268,1.0,0.0,19.0,0.0,Light It Up%MAJOR LAZER ,69,95.0,98.0,101.0,101.0,84.0
2,2016-04-17 ~ 2016-04-23,16.0,84.0,0.88177661659,1.0,0.0,10.0,0.0,Light It Up%MAJOR LAZER ,69,84.0,95.0,98.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,73.0,0.00595238095238,0.0,0.0,1.0,1.0,Like I Would%ZAYN,70,93.0,55.0,101.0,101.0,73.0
1,2016-04-17 ~ 2016-04-23,16.0,73.0,0.00595238095238,0.0,0.0,1.0,0.0,Like I Would%ZAYN,70,73.0,93.0,55.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,46.0,177.604201737,0.253867151956,0.00409463148317,55.9,0.175159235669,Like I'm Gonna Lose You%MEGHAN TRAINOR ,71,41.0,46.0,42.0,37.0,46.0
1,2016-04-17 ~ 2016-04-23,16.0,46.0,132.675282385,0.238840312931,0.00276115968707,74.2857142857,0.576161988035,Like I'm Gonna Lose You%MEGHAN TRAINOR ,71,46.0,41.0,46.0,42.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,47.0,0.325752548712,0.0,0.0,1.0,0.0,Lost Boy%RUTH B,74,67.0,79.0,87.0,86.0,47.0
0,2016-04-10 ~ 2016-04-16,15.0,5.0,5.73752473071,1.0,0.0,30.0,0.241379310345,Love Yourself%JUSTIN BIEBER,75,3.0,2.0,2.0,2.0,5.0
1,2016-04-17 ~ 2016-04-23,16.0,5.0,1.19780402595,1.0,0.0,11.0,0.4,Love Yourself%JUSTIN BIEBER,75,5.0,3.0,2.0,2.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,28.0,1.40767967467,0.0,0.2,0.5,0.6,Low Life%FUTURE ,76,29.0,35.0,43.0,56.0,28.0
1,2016-04-17 ~ 2016-04-23,16.0,28.0,1.08608205953,0.0,0.0,1.0,0.0,Low Life%FUTURE ,76,28.0,29.0,35.0,43.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,100.0,0.118504863637,0.0,0.0,1.0,0.5,Make Me Like You%GWEN STEFANI,77,80.0,97.0,101.0,101.0,100.0
0,2016-04-17 ~ 2016-04-23,16.0,8.0,0.00595238095238,0.0,0.0,1.0,1.0,"Me, Myself & I%G-EAZY & BEBE REXHA",78,8.0,7.0,7.0,7.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,22.0,12.4479733624,0.185185185185,0.0185185185185,5.5,0.777777777778,Middle%DJ SNAKE ,79,20.0,26.0,31.0,50.0,22.0
1,2016-04-17 ~ 2016-04-23,16.0,22.0,2.76055978018,0.166666666667,0.0,7.0,0.916666666667,Middle%DJ SNAKE ,79,22.0,20.0,26.0,31.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,78.0,0.00595238095238,0.0,1.0,0.5,1.0,Might Be%LUKE NASTY,80,83.0,84.0,82.0,78.0,78.0
0,2016-04-10 ~ 2016-04-16,15.0,95.0,36.9668246445,0.0769230769231,0.0,3.0,0.423076923077,Moolah%YOUNG GREATNESS,83,101.0,101.0,101.0,101.0,95.0
1,2016-04-17 ~ 2016-04-23,16.0,95.0,1.33716022286,1.0,0.0,12.0,1.81818181818,Moolah%YOUNG GREATNESS,83,95.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,6.0,579.020979021,0.0,0.0,1.0,0.0,My House%FLO RIDA,85,4.0,5.0,4.0,4.0,6.0
1,2016-04-17 ~ 2016-04-23,16.0,6.0,3.103830521,0.0,0.142857142857,0.5,0.0,My House%FLO RIDA,85,6.0,4.0,5.0,4.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,59.0,0.264725347452,0.0,0.0,1.0,0.5,Needed Me%RIHANNA,86,64.0,71.0,68.0,66.0,59.0
1,2016-04-17 ~ 2016-04-23,16.0,59.0,0.135265458462,0.666666666667,0.0,3.0,0.0,Needed Me%RIHANNA,86,59.0,64.0,71.0,68.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,15.0,2.83125320568,0.0,0.0,1.0,0.0,Never Forget You%ZARA LARSSON & MNEK,87,17.0,19.0,22.0,34.0,15.0
1,2016-04-17 ~ 2016-04-23,16.0,15.0,0.734369156495,0.0,0.0,1.0,0.0,Never Forget You%ZARA LARSSON & MNEK,87,15.0,17.0,19.0,22.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,61.0,0.78612716763,1.0,0.0,18.0,0.0588235294118,New Romantics%TAYLOR SWIFT,89,62.0,69.0,73.0,101.0,61.0
1,2016-04-17 ~ 2016-04-23,16.0,61.0,1.62448209378,1.0,0.0,12.0,0.0909090909091,New Romantics%TAYLOR SWIFT,89,61.0,62.0,69.0,73.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,3.0,142.661506401,0.24958263773,0.0442404006678,5.55555555556,2.28797996661,No%MEGHAN TRAINOR,90,6.0,12.0,11.0,101.0,3.0
1,2016-04-17 ~ 2016-04-23,16.0,3.0,25.0826855598,0.493975903614,0.0457831325301,10.3,5.63855421687,No%MEGHAN TRAINOR,90,3.0,6.0,12.0,11.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,72.0,0.00595238095238,0.0,0.0,1.0,1.0,Noise%KENNY CHESNEY,92,101.0,101.0,101.0,101.0,72.0
1,2016-04-17 ~ 2016-04-23,16.0,72.0,0.215804049923,0.6,0.0,4.0,0.2,Noise%KENNY CHESNEY,92,72.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,16.0,1.00154404707,0.0,0.0,1.0,0.0,One Call Away%CHARLIE PUTH,94,14.0,14.0,15.0,16.0,16.0
1,2016-04-17 ~ 2016-04-23,16.0,16.0,0.948422223523,0.0,0.0,1.0,0.111111111111,One Call Away%CHARLIE PUTH,94,16.0,14.0,14.0,15.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,21.0,6.17773483056,0.47572815534,0.0582524271845,7.14285714286,1.11650485437,Oui%JEREMIH,95,24.0,27.0,33.0,27.0,21.0
1,2016-04-17 ~ 2016-04-23,16.0,21.0,4.12231620039,0.727272727273,0.0227272727273,16.5,0.159090909091,Oui%JEREMIH,95,21.0,24.0,27.0,33.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,1.64458656921,0.0,0.0,1.0,0.0,Out Of The Woods%TAYLOR SWIFT,96,101.0,101.0,101.0,101.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.282264387643,0.0,0.0,1.0,0.0,Out Of The Woods%TAYLOR SWIFT,96,101.0,101.0,101.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,14.0,127.262180974,0.295350957156,0.0802187784868,3.65168539326,0.490428441203,Panda%DESIIGNER,97,21.0,33.0,72.0,94.0,14.0
1,2016-04-17 ~ 2016-04-23,16.0,14.0,56.7804685703,0.367708333333,0.0458333333333,7.86666666667,0.927083333333,Panda%DESIIGNER,97,14.0,21.0,33.0,72.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,12.0248131064,1.0,0.0,22.0,0.190476190476,Perfect%ONE DIRECTION,98,101.0,101.0,101.0,87.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.589535740604,1.0,0.0,9.0,0.375,Perfect%ONE DIRECTION,98,101.0,101.0,101.0,101.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,4.0,32.9866270431,0.216216216216,0.0540540540541,3.0,0.27027027027,Pillowtalk%ZAYN,100,4.0,8.0,6.0,6.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,67.0,3.12098293026,0.137931034483,0.0344827586207,2.5,1.1724137931,Promise%KID INK ,101,70.0,75.0,85.0,83.0,67.0
1,2016-04-17 ~ 2016-04-23,16.0,67.0,1.54523017491,0.25,0.0625,2.5,0.625,Promise%KID INK ,101,67.0,70.0,75.0,85.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,54.0,0.00595238095238,1.0,0.0,2.0,0.0,Really Really%KEVIN GATES,102,54.0,59.0,62.0,59.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,88.0,0.797401063201,0.583333333333,0.0,8.0,0.583333333333,Ride%TWENTY ONE PILOTS,103,96.0,96.0,101.0,101.0,88.0
1,2016-04-17 ~ 2016-04-23,16.0,88.0,0.182551152354,0.0,0.0,1.0,2.0,Ride%TWENTY ONE PILOTS,103,88.0,96.0,96.0,101.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,20.0,9.07212338088,0.13,0.03,3.5,1.94,Roses%THE CHAINSMOKERS ,104,16.0,17.0,14.0,13.0,20.0
1,2016-04-17 ~ 2016-04-23,16.0,20.0,2.78368451575,0.2,0.05,2.5,0.35,Roses%THE CHAINSMOKERS ,104,20.0,16.0,17.0,14.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,1.74193548387,1.0,0.0,4.0,0.0,Same Old Love%SELENA GOMEZ,105,48.0,45.0,35.0,26.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,0.255854447248,1.0,0.0,3.0,0.0,Same Old Love%SELENA GOMEZ,105,101.0,48.0,45.0,35.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,83.0,0.00595238095238,0.0,0.0,1.0,1.0,Saved%TY DOLLA $IGN ,106,83.0,89.0,90.0,95.0,0.0
0,2016-04-10 ~ 2016-04-16,15.0,42.0,0.00595238095238,0.0,0.0,1.0,1.0,Say It%TORY LANEZ,107,38.0,37.0,30.0,32.0,42.0
0,2016-04-10 ~ 2016-04-16,15.0,101.0,1.40980108841,0.0344827586207,0.0,2.0,4.41379310345,See You Again%WIZ KHALIFA ,108,101.0,101.0,101.0,49.0,101.0
1,2016-04-17 ~ 2016-04-23,16.0,101.0,1.2986544497,0.0,0.0,1.0,0.0,See You Again%WIZ KHALIFA ,108,101.0,101.0,101.0,101.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,55.0,2.74599542334,1.0,0.0,5.0,3.5,Snapback%OLD DOMINION,109,55.0,60.0,64.0,62.0,0.0
0,2016-04-17 ~ 2016-04-23,16.0,101.0,0.00595238095238,1.0,0.0,2.0,0.0,Something New%ZENDAYA ,111,101.0,97.0,93.0,96.0,0.0
